,intercept,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race,sex,priors_count,c_charge_degree,two_year_recid
49,1.0,1.0,0.0,0.0,0,0.0,-0.2997756091844715,0.0,1
50,1.0,0.0,1.0,0.0,0,1.0,3.802416937550401,0.0,1
51,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
52,1.0,1.0,0.0,0.0,0,1.0,0.3155532728257594,1.0,0
53,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
54,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
55,1.0,1.0,0.0,0.0,1,0.0,-0.5048852365212151,0.0,0
56,1.0,0.0,1.0,0.0,0,1.0,-0.7099948638579587,0.0,0
57,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,0.0,1
58,1.0,1.0,0.0,0.0,0,1.0,0.3155532728257594,0.0,0
59,1.0,1.0,0.0,0.0,0,1.0,0.7257725274992466,0.0,1
60,1.0,1.0,0.0,0.0,1,0.0,2.161539918856452,0.0,0
61,1.0,1.0,0.0,0.0,0,1.0,1.7513206641829648,1.0,1
62,1.0,0.0,1.0,0.0,0,1.0,2.5717591735299394,0.0,1
63,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,1.0,0
64,1.0,0.0,0.0,1.0,0,1.0,-0.2997756091844715,1.0,1
65,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,1.0,1
66,1.0,0.0,1.0,0.0,1,1.0,-0.2997756091844715,0.0,0
67,1.0,0.0,1.0,0.0,0,1.0,-0.0946659818477278,0.0,0
68,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,1
69,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,0
70,1.0,1.0,0.0,0.0,0,1.0,2.161539918856452,0.0,0
71,1.0,1.0,0.0,0.0,0,1.0,1.7513206641829648,0.0,0
72,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
73,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
74,1.0,1.0,0.0,0.0,0,0.0,-0.2997756091844715,1.0,0
75,1.0,0.0,1.0,0.0,0,0.0,-0.2997756091844715,0.0,1
76,1.0,1.0,0.0,0.0,0,0.0,-0.0946659818477278,0.0,1
77,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,0.0,0
78,1.0,1.0,0.0,0.0,0,1.0,4.417745819560632,1.0,1
79,1.0,1.0,0.0,0.0,0,1.0,1.135991782172734,1.0,0
80,1.0,1.0,0.0,0.0,1,0.0,1.5462110368462212,0.0,1
81,1.0,0.0,1.0,0.0,1,0.0,-0.2997756091844715,0.0,0
82,1.0,1.0,0.0,0.0,1,0.0,0.520662900162503,0.0,1
83,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,1
84,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,0
85,1.0,1.0,0.0,0.0,0,1.0,0.520662900162503,0.0,1
86,1.0,1.0,0.0,0.0,0,1.0,0.520662900162503,1.0,1
87,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,1.0,1
88,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,1.0,0
89,1.0,0.0,0.0,1.0,0,1.0,-0.2997756091844715,1.0,1
90,1.0,1.0,0.0,0.0,0,1.0,1.3411014095094775,1.0,0
91,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,0.0,1
92,1.0,1.0,0.0,0.0,0,0.0,-0.0946659818477278,0.0,1
93,1.0,0.0,0.0,1.0,1,0.0,-0.0946659818477278,1.0,1
94,1.0,1.0,0.0,0.0,1,1.0,1.135991782172734,1.0,0
95,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,0
96,1.0,1.0,0.0,0.0,0,1.0,0.9308821548359902,1.0,0
97,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
98,1.0,1.0,0.0,0.0,0,0.0,-0.0946659818477278,1.0,1
99,1.0,1.0,0.0,0.0,1,0.0,-0.5048852365212151,0.0,0
100,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,1.0,1
101,1.0,0.0,1.0,0.0,0,1.0,4.0075265648871445,1.0,1
102,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,0
103,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,1.0,1
104,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
105,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,1
106,1.0,0.0,0.0,1.0,0,1.0,-0.0946659818477278,0.0,1
107,1.0,1.0,0.0,0.0,1,1.0,0.1104436454890157,1.0,0
108,1.0,0.0,1.0,0.0,0,1.0,1.5462110368462212,1.0,1
109,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
110,1.0,1.0,0.0,0.0,0,0.0,-0.5048852365212151,0.0,1
111,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
112,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,0.0,0
113,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,0.0,0
114,1.0,1.0,0.0,0.0,1,1.0,0.3155532728257594,0.0,0
115,1.0,1.0,0.0,0.0,0,1.0,0.7257725274992466,0.0,1
116,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,0.0,0
117,1.0,1.0,0.0,0.0,0,1.0,0.1104436454890157,0.0,1
118,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,1.0,0
119,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,0
120,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
121,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,1
122,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,0.0,1
123,1.0,0.0,1.0,0.0,1,1.0,-0.2997756091844715,1.0,0
124,1.0,1.0,0.0,0.0,1,1.0,0.1104436454890157,1.0,1
125,1.0,1.0,0.0,0.0,0,1.0,2.161539918856452,0.0,1
126,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
127,1.0,1.0,0.0,0.0,0,1.0,1.5462110368462212,0.0,0
128,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,1
129,1.0,0.0,1.0,0.0,0,1.0,-0.5048852365212151,1.0,0
130,1.0,0.0,0.0,1.0,0,0.0,-0.2997756091844715,0.0,1
131,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
132,1.0,1.0,0.0,0.0,0,1.0,0.7257725274992466,1.0,0
133,1.0,1.0,0.0,0.0,0,0.0,-0.5048852365212151,0.0,0
134,1.0,0.0,1.0,0.0,1,1.0,-0.0946659818477278,1.0,1
135,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,1
136,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,0.0,0
137,1.0,0.0,0.0,1.0,0,1.0,-0.2997756091844715,0.0,1
138,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,1.0,1
139,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,0
140,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,0
141,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,0.0,0
142,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,0.0,1
143,1.0,1.0,0.0,0.0,0,1.0,2.5717591735299394,0.0,1
144,1.0,0.0,1.0,0.0,1,0.0,0.3155532728257594,0.0,0
145,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,0
146,1.0,0.0,1.0,0.0,1,1.0,-0.2997756091844715,0.0,0
147,1.0,1.0,0.0,0.0,0,0.0,-0.5048852365212151,0.0,0
148,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,0
149,1.0,1.0,0.0,0.0,1,1.0,0.520662900162503,0.0,1
150,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,0.0,1
151,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
152,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
153,1.0,0.0,0.0,1.0,0,0.0,-0.7099948638579587,1.0,1
154,1.0,0.0,0.0,1.0,0,1.0,-0.2997756091844715,0.0,1
155,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,1.0,1
156,1.0,0.0,0.0,1.0,0,0.0,-0.7099948638579587,0.0,0
157,1.0,1.0,0.0,0.0,0,1.0,0.1104436454890157,0.0,1
158,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,0.0,1
159,1.0,0.0,0.0,1.0,0,1.0,-0.0946659818477278,0.0,1
160,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
161,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,1.0,0
162,1.0,0.0,1.0,0.0,1,0.0,-0.2997756091844715,0.0,0
163,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,0.0,0
164,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,0
165,1.0,1.0,0.0,0.0,1,1.0,0.520662900162503,0.0,1
166,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,0
167,1.0,1.0,0.0,0.0,0,1.0,0.3155532728257594,1.0,0
168,1.0,0.0,1.0,0.0,0,1.0,1.135991782172734,0.0,1
169,1.0,1.0,0.0,0.0,0,0.0,0.520662900162503,0.0,0
170,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,0
171,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,0
172,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,1
173,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,0
174,1.0,1.0,0.0,0.0,0,1.0,2.161539918856452,0.0,1
175,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
176,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,1
177,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
178,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,1
179,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,0.0,0
180,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,1
181,1.0,0.0,1.0,0.0,1,1.0,-0.0946659818477278,1.0,1
182,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
183,1.0,1.0,0.0,0.0,0,1.0,1.135991782172734,0.0,0
184,1.0,0.0,0.0,1.0,0,0.0,-0.7099948638579587,0.0,1
185,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
186,1.0,0.0,1.0,0.0,0,1.0,-0.7099948638579587,0.0,0
187,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,1
188,1.0,0.0,1.0,0.0,1,0.0,-0.2997756091844715,0.0,0
189,1.0,0.0,1.0,0.0,0,1.0,1.9564302915197085,1.0,0
190,1.0,1.0,0.0,0.0,0,1.0,2.366649546193196,0.0,0
191,1.0,0.0,1.0,0.0,0,1.0,-0.5048852365212151,1.0,0
192,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,0
193,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,1.0,0
194,1.0,0.0,1.0,0.0,1,1.0,-0.2997756091844715,0.0,0
195,1.0,0.0,0.0,1.0,0,0.0,-0.7099948638579587,0.0,0
196,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,0
197,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,1
198,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,0
199,1.0,1.0,0.0,0.0,0,1.0,-0.0946659818477278,1.0,1
200,1.0,1.0,0.0,0.0,0,1.0,1.3411014095094775,1.0,1
201,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
202,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,1.0,0
203,1.0,0.0,1.0,0.0,0,1.0,-0.0946659818477278,0.0,0
204,1.0,1.0,0.0,0.0,0,1.0,0.1104436454890157,0.0,1
205,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
206,1.0,0.0,1.0,0.0,0,1.0,4.0075265648871445,0.0,1
207,1.0,0.0,1.0,0.0,0,1.0,1.7513206641829648,1.0,1
208,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
209,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,0
210,1.0,1.0,0.0,0.0,0,1.0,-0.0946659818477278,0.0,0
211,1.0,0.0,1.0,0.0,1,1.0,0.9308821548359902,0.0,0
212,1.0,1.0,0.0,0.0,0,1.0,0.3155532728257594,0.0,0
213,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,1
214,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,0.0,0
215,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,0
216,1.0,1.0,0.0,0.0,0,1.0,2.776868800866683,0.0,1
217,1.0,0.0,0.0,1.0,0,1.0,1.7513206641829648,0.0,1
218,1.0,1.0,0.0,0.0,1,1.0,1.135991782172734,0.0,1
219,1.0,0.0,0.0,1.0,0,1.0,0.7257725274992466,0.0,1
220,1.0,0.0,1.0,0.0,0,1.0,-0.7099948638579587,1.0,0
221,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
222,1.0,0.0,1.0,0.0,1,0.0,0.3155532728257594,1.0,0
223,1.0,0.0,1.0,0.0,0,1.0,-0.5048852365212151,0.0,0
224,1.0,0.0,1.0,0.0,1,0.0,0.9308821548359902,0.0,0
225,1.0,0.0,1.0,0.0,0,1.0,-0.0946659818477278,0.0,0
226,1.0,0.0,0.0,1.0,1,1.0,0.3155532728257594,1.0,1
227,1.0,0.0,1.0,0.0,1,1.0,-0.0946659818477278,1.0,0
228,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,0.0,1
229,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,0
230,1.0,0.0,1.0,0.0,0,1.0,3.18708805554017,0.0,0
231,1.0,1.0,0.0,0.0,0,1.0,4.827965074234119,1.0,0
232,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,1
233,1.0,1.0,0.0,0.0,0,0.0,-0.5048852365212151,0.0,1
234,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,1.0,0
235,1.0,0.0,1.0,0.0,0,1.0,-0.5048852365212151,1.0,1
236,1.0,0.0,1.0,0.0,1,1.0,1.9564302915197085,0.0,0
237,1.0,0.0,1.0,0.0,0,1.0,-0.0946659818477278,1.0,1
238,1.0,0.0,0.0,1.0,1,0.0,-0.7099948638579587,1.0,0
239,1.0,1.0,0.0,0.0,1,0.0,0.7257725274992466,0.0,1
240,1.0,1.0,0.0,0.0,1,1.0,0.520662900162503,0.0,0
241,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,1
242,1.0,1.0,0.0,0.0,0,1.0,0.7257725274992466,0.0,1
243,1.0,1.0,0.0,0.0,1,0.0,-0.0946659818477278,0.0,1
244,1.0,0.0,1.0,0.0,1,1.0,-0.2997756091844715,1.0,0
245,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,1
246,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,0
247,1.0,1.0,0.0,0.0,0,0.0,-0.0946659818477278,1.0,1
248,1.0,1.0,0.0,0.0,0,0.0,-0.7099948638579587,0.0,0
249,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,0.0,0
250,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,0
251,1.0,1.0,0.0,0.0,0,1.0,0.520662900162503,0.0,0
252,1.0,0.0,0.0,1.0,1,1.0,-0.2997756091844715,0.0,0
253,1.0,1.0,0.0,0.0,0,1.0,1.135991782172734,0.0,0
254,1.0,1.0,0.0,0.0,0,1.0,1.135991782172734,0.0,0
255,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,1
256,1.0,0.0,1.0,0.0,1,0.0,-0.5048852365212151,0.0,1
257,1.0,0.0,0.0,1.0,1,1.0,-0.5048852365212151,1.0,0
258,1.0,1.0,0.0,0.0,0,1.0,0.1104436454890157,1.0,0
259,1.0,1.0,0.0,0.0,0,1.0,0.7257725274992466,0.0,1
260,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,1
261,1.0,1.0,0.0,0.0,1,1.0,0.3155532728257594,0.0,0
262,1.0,1.0,0.0,0.0,1,0.0,-0.5048852365212151,0.0,0
263,1.0,0.0,1.0,0.0,0,1.0,0.3155532728257594,0.0,0
264,1.0,0.0,1.0,0.0,1,1.0,2.161539918856452,1.0,1
265,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,1.0,0
266,1.0,0.0,1.0,0.0,0,1.0,1.3411014095094775,0.0,1
267,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,1
268,1.0,0.0,1.0,0.0,0,1.0,0.3155532728257594,0.0,0
269,1.0,1.0,0.0,0.0,0,1.0,1.3411014095094775,1.0,1
270,1.0,1.0,0.0,0.0,0,1.0,-0.0946659818477278,0.0,1
271,1.0,1.0,0.0,0.0,0,0.0,-0.7099948638579587,1.0,0
272,1.0,1.0,0.0,0.0,0,1.0,1.5462110368462212,0.0,1
273,1.0,0.0,0.0,1.0,0,0.0,-0.5048852365212151,0.0,1
274,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,0
275,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,0
276,1.0,1.0,0.0,0.0,0,1.0,2.161539918856452,0.0,1
277,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,0
278,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
279,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
280,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,1
281,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,0
282,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
283,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
284,1.0,1.0,0.0,0.0,0,1.0,0.3155532728257594,1.0,1
285,1.0,1.0,0.0,0.0,1,0.0,-0.2997756091844715,0.0,1
286,1.0,0.0,1.0,0.0,0,1.0,-0.2997756091844715,1.0,0
287,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,0
288,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,0.0,1
289,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
290,1.0,1.0,0.0,0.0,0,0.0,0.7257725274992466,0.0,1
291,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,0
292,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,0.0,1
293,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,1.0,1
294,1.0,1.0,0.0,0.0,0,1.0,4.212636192223888,0.0,0
295,1.0,1.0,0.0,0.0,1,0.0,0.9308821548359902,0.0,1
296,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,1.0,0
297,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,1
298,1.0,0.0,0.0,1.0,0,0.0,-0.0946659818477278,0.0,1
299,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,0.0,0
300,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,0
301,1.0,1.0,0.0,0.0,1,1.0,-0.2997756091844715,0.0,0
302,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,0.0,0
303,1.0,1.0,0.0,0.0,0,1.0,-0.0946659818477278,0.0,1
304,1.0,0.0,1.0,0.0,1,1.0,0.3155532728257594,1.0,0
305,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,1
306,1.0,0.0,0.0,1.0,0,0.0,-0.5048852365212151,0.0,1
307,1.0,0.0,1.0,0.0,0,0.0,-0.7099948638579587,0.0,0
308,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,0
309,1.0,1.0,0.0,0.0,1,1.0,-0.0946659818477278,1.0,1
310,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,1.0,0
311,1.0,0.0,1.0,0.0,1,0.0,-0.2997756091844715,0.0,0
312,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,1
313,1.0,0.0,1.0,0.0,0,1.0,-0.7099948638579587,0.0,1
314,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
315,1.0,0.0,1.0,0.0,0,1.0,-0.5048852365212151,0.0,0
316,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,0
317,1.0,0.0,0.0,1.0,1,1.0,-0.2997756091844715,1.0,1
318,1.0,1.0,0.0,0.0,1,1.0,-0.7099948638579587,0.0,1
319,1.0,1.0,0.0,0.0,0,1.0,-0.2997756091844715,1.0,0
320,1.0,1.0,0.0,0.0,1,1.0,-0.0946659818477278,0.0,0
321,1.0,1.0,0.0,0.0,0,1.0,-0.5048852365212151,0.0,1
322,1.0,0.0,1.0,0.0,1,0.0,-0.7099948638579587,1.0,0
323,1.0,1.0,0.0,0.0,1,1.0,-0.5048852365212151,1.0,0
324,1.0,1.0,0.0,0.0,0,1.0,0.520662900162503,0.0,1
325,1.0,1.0,0.0,0.0,0,1.0,1.3411014095094775,0.0,1
326,1.0,0.0,0.0,1.0,0,0.0,-0.7099948638579587,1.0,0
327,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,1
328,1.0,1.0,0.0,0.0,0,0.0,1.135991782172734,0.0,1
329,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,0.0,0
330,1.0,1.0,0.0,0.0,1,1.0,0.1104436454890157,0.0,0
331,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
332,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,0.0,1
333,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,0.0,0
334,1.0,0.0,0.0,1.0,1,1.0,0.1104436454890157,1.0,1
335,1.0,0.0,1.0,0.0,1,1.0,-0.2997756091844715,0.0,0
336,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,1
337,1.0,0.0,0.0,1.0,0,1.0,-0.7099948638579587,1.0,0
338,1.0,0.0,1.0,0.0,1,1.0,0.1104436454890157,0.0,1
339,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,1.0,0
340,1.0,0.0,0.0,1.0,0,1.0,-0.5048852365212151,0.0,1
341,1.0,1.0,0.0,0.0,0,1.0,-0.7099948638579587,0.0,0
342,1.0,1.0,0.0,0.0,1,0.0,-0.7099948638579587,1.0,0
343,1.0,0.0,0.0,1.0,1,1.0,-0.7099948638579587,1.0,1
344,1.0,0.0,1.0,0.0,1,1.0,-0.7099948638579587,1.0,0
345,1.0,1.0,0.0,0.0,0,1.0,0.520662900162503,1.0,1
346,1.0,1.0,0.0,0.0,0,0.0,-0.5048852365212151,0.0,0
347,1.0,1.0,0.0,0.0,0,1.0,0.7257725274992466,0.0,1
348,1.0,0.0,1.0,0.0,1,1.0,-0.5048852365212151,1.0,0
349,1.0,0.0,1.0,0.0,1,1.0,0.520662900162503,0.0,0
